SensorName,LastCommunicationDate,X_mms,Y_mms,Z_mms,X_hz,Y_hz,Z_hz,Fault
Sensor-300577,29-08-2017 19:10,10.5,2.5,2.6,11,11,29,0
Sensor-300575,29-08-2017 19:18,1.9,2.2,6.7,9,13,13,0
Sensor-300578,29-08-2017 19:18,0.4,0.5,0.7,9,15,15,1
Sensor-300579,29-08-2017 19:18,7.5,2.4,1.7,10,13,11,0
Sensor-300577,29-08-2017 19:20,1.4,0.8,0.8,10,11,13,0
Sensor-300575,29-08-2017 19:28,1.7,3.6,6.6,9,13,16,0
Sensor-300578,29-08-2017 19:28,0.6,1,3.5,9,9,9,0
Sensor-300579,29-08-2017 19:28,11.4,1.4,1.5,13,14,15,1
Sensor-300577,29-08-2017 19:30,1.4,1,1,17,18,11,0
Sensor-195732,29-08-2017 19:30,0.7,0.5,1.5,19,9,9,0
Sensor-300578,29-08-2017 19:38,0.8,1,1.1,12,11,16,0
Sensor-300579,29-08-2017 19:38,9.2,3.3,2.6,10,12,19,0
Sensor-300577,29-08-2017 19:40,4.4,2.1,1.7,11,11,33,0
Sensor-300578,29-08-2017 19:48,1.9,2,3.4,9,25,9,0
Sensor-300579,29-08-2017 19:48,2.3,1.9,1,11,15,12,1
Sensor-300577,29-08-2017 19:50,2.8,2.4,1.6,17,9,11,1
Sensor-195732,29-08-2017 19:56,0.8,4.4,1.1,9,9,9,0
Sensor-300575,29-08-2017 19:58,1.9,2.3,6.5,16,9,13,0
Sensor-300578,29-08-2017 19:58,1.1,1.4,2.3,13,9,9,1
Sensor-300579,29-08-2017 19:58,7.4,1.4,2.4,15,13,11,0
Sensor-300577,29-08-2017 20:00,1.5,1.1,1.1,10,15,9,0
Sensor-300578,29-08-2017 20:17,0.8,0.7,2.2,9,9,16,0
Sensor-300575,29-08-2017 20:18,2,2.9,4.7,16,9,13,1
Sensor-300579,29-08-2017 20:18,7.1,2,1.6,13,17,11,1
Sensor-300577,29-08-2017 20:20,1.8,1.2,1.2,9,15,14,1
Sensor-300575,29-08-2017 20:27,0.7,1.2,2.8,9,9,9,1
Sensor-300578,29-08-2017 20:27,1.1,1.1,1.4,22,13,9,0
Sensor-300579,29-08-2017 20:28,10,1.9,2.9,10,10,18,0
Sensor-300577,29-08-2017 20:30,20.9,2.8,3.4,12,10,9,1
Sensor-195732,29-08-2017 20:36,0.5,0.1,1,9,9,9,1
Sensor-300575,29-08-2017 20:37,2.7,2.5,5.3,16,13,13,1
Sensor-300578,29-08-2017 20:37,0.5,0.4,0.9,19,9,9,1
Sensor-300579,29-08-2017 20:38,3.8,2,1.6,13,11,27,0
Sensor-300577,29-08-2017 20:40,2,1.3,1.4,10,11,10,0
Sensor-300575,29-08-2017 20:47,2.7,5.9,5.6,16,13,13,1
Sensor-300578,29-08-2017 20:47,0.1,0.4,0.3,9,9,9,0
Sensor-300579,29-08-2017 20:48,4.7,1.9,2.2,15,9,9,0
Sensor-300577,29-08-2017 20:50,6.7,0.9,1.5,11,11,15,1
Sensor-300575,29-08-2017 20:57,2,4,9.2,13,9,13,1
Sensor-300579,29-08-2017 20:58,1.8,0.4,0.5,12,10,13,0
Sensor-300577,29-08-2017 21:00,0.9,0.5,0.9,13,15,9,1
Sensor-300575,29-08-2017 21:07,0.6,1.2,2.8,13,13,13,0
Sensor-300579,29-08-2017 21:08,2.2,2.4,3,10,12,12,1
Sensor-300577,29-08-2017 21:10,6.4,3.3,2.1,12,14,11,0
Sensor-300579,29-08-2017 21:18,1.2,1,0.9,13,11,11,0
Sensor-300577,29-08-2017 21:20,3.6,0.6,0.8,12,13,9,1
Sensor-195732,29-08-2017 21:26,2.7,0.9,0.8,28,9,9,1
Sensor-300575,29-08-2017 21:27,0.7,0.8,1.8,14,12,14,0
Sensor-300578,29-08-2017 21:27,1.1,1.1,1.9,9,11,11,1
Sensor-300579,29-08-2017 21:28,3.3,1.4,1.2,11,12,21,1
Sensor-300577,29-08-2017 21:30,10.9,2.9,3.9,9,13,17,0
Sensor-300575,29-08-2017 21:37,0.5,0.8,1.9,19,9,17,0
Sensor-300578,29-08-2017 21:37,1.2,0.8,1.6,12,11,9,0
Sensor-300579,29-08-2017 21:38,2.5,2,1.9,14,18,19,0
Sensor-300577,29-08-2017 21:40,0.9,1.7,1.3,11,11,9,0
Sensor-300575,29-08-2017 21:47,2.4,5.7,8.7,13,13,13,1
Sensor-300578,29-08-2017 21:47,1.1,0.9,2.3,13,13,16,0
Sensor-300579,29-08-2017 21:48,1.2,0.6,0.6,9,14,17,0
Sensor-300577,29-08-2017 21:50,0.4,0.2,0.6,12,9,11,1
Sensor-300575,29-08-2017 21:57,0.4,0.6,1.4,9,12,12,0
Sensor-300578,29-08-2017 21:57,2.3,2.4,3.3,9,13,9,1
Sensor-300579,29-08-2017 21:58,2.2,0.8,0.9,10,11,10,0
Sensor-300577,29-08-2017 22:00,3.7,0.5,0.6,13,13,25,1
Sensor-300579,30-08-2017 01:26,15.6,2.3,5.1,13,13,9,0
Sensor-300579,30-08-2017 03:05,15.5,2,0.9,9,13,9,0
Sensor-300575,30-08-2017 03:43,1.4,2.4,2.9,9,9,13,1
Sensor-300578,30-08-2017 03:43,0.9,1.5,1.8,14,16,16,1
Sensor-300579,30-08-2017 03:45,2.5,1.2,1.1,16,9,19,1
Sensor-300577,30-08-2017 03:47,1.6,0.6,0.6,12,16,11,0
Sensor-300575,30-08-2017 03:53,4,2.7,7.1,19,9,9,1
Sensor-300578,30-08-2017 03:53,0.3,0.4,0.6,15,15,25,1
Sensor-300579,30-08-2017 03:55,1.2,0.5,0.7,16,13,13,0
Sensor-300577,30-08-2017 03:57,1.7,1.5,1.2,13,12,29,0
Sensor-300578,30-08-2017 04:03,1.3,0.7,2.2,16,9,13,0
Sensor-300579,30-08-2017 04:05,7.4,1.3,1.3,12,9,14,1
Sensor-300577,30-08-2017 04:07,3.2,0.8,1.2,9,15,22,0
Sensor-300575,30-08-2017 04:13,2.6,3.1,6,16,9,13,0
Sensor-300578,30-08-2017 04:13,1.9,1.2,3.4,16,9,9,0
Sensor-300579,30-08-2017 04:15,2,0.8,0.6,9,12,12,0
Sensor-300577,30-08-2017 04:17,1.3,1.5,2.1,9,11,11,0
Sensor-300575,30-08-2017 04:23,2.3,2.6,6.1,12,15,17,0
Sensor-300579,30-08-2017 04:24,9.1,2.1,2.3,9,13,13,1
Sensor-300577,30-08-2017 04:27,1.2,0.8,1,9,13,12,0
Sensor-195732,30-08-2017 04:30,10.5,3.6,13.8,53,13,13,0
Sensor-300575,30-08-2017 04:33,0.7,0.7,1.6,9,13,22,1
Sensor-300578,30-08-2017 04:33,0.7,0.8,1.2,14,25,17,1
Sensor-300579,30-08-2017 04:34,4,2.3,1.9,11,18,15,1
Sensor-300577,30-08-2017 04:37,1.2,0.3,0.6,10,9,11,0
Sensor-300578,30-08-2017 04:43,0.5,0.3,1,11,9,9,1
Sensor-300579,30-08-2017 04:44,11,3.7,1.5,14,11,16,0
Sensor-300577,30-08-2017 04:47,3.3,1.1,1.1,14,21,26,1
Sensor-300575,30-08-2017 04:53,2.7,2.3,5.4,9,13,13,0
Sensor-300578,30-08-2017 04:53,0.3,0.5,0.9,19,16,21,0
Sensor-300579,30-08-2017 04:54,1,0.7,0.6,9,19,18,0
Sensor-300577,30-08-2017 04:57,10.6,2.4,1.2,13,17,39,1
Sensor-195732,30-08-2017 05:00,0.6,0.2,1.5,19,13,9,0
Sensor-300575,30-08-2017 05:03,1.5,1.7,5.4,11,9,9,0
Sensor-300578,30-08-2017 05:03,1.4,1.5,3.6,9,9,9,0
Sensor-300579,30-08-2017 05:04,7.3,0.4,0.3,13,16,10,1
Sensor-300577,30-08-2017 05:07,7.8,2.2,1.7,12,13,10,1
Sensor-300575,30-08-2017 05:13,1.5,2.7,4.9,22,9,9,1
Sensor-300578,30-08-2017 05:13,1.3,1,2.4,13,9,13,1
Sensor-300579,30-08-2017 05:14,3.7,1.1,1.8,17,15,14,1
Sensor-300577,30-08-2017 05:17,2.5,0.5,0.8,11,15,16,0
Sensor-300579,30-08-2017 05:24,16.6,0.6,0.4,16,14,14,0
Sensor-195732,30-08-2017 05:25,1.7,1.7,4.2,16,13,13,1
Sensor-300577,30-08-2017 05:27,3.3,2.2,1.9,9,10,12,1
Sensor-300575,30-08-2017 05:32,1.3,1.9,4.3,9,13,13,0
Sensor-300578,30-08-2017 05:33,1.4,1.1,1.3,11,11,20,0
Sensor-300579,30-08-2017 05:34,4.6,2.2,2.4,23,15,19,0
Sensor-300577,30-08-2017 05:37,4.2,3.1,1.9,9,9,9,0
Sensor-300579,30-08-2017 05:44,1.1,0.2,0.4,11,11,11,0
Sensor-300577,30-08-2017 05:47,0.7,0.4,0.7,11,12,9,1
Sensor-300575,30-08-2017 05:52,1.3,2.2,5.3,19,13,19,0
Sensor-300578,30-08-2017 05:53,0.5,0.6,1.1,15,12,19,1
Sensor-300579,30-08-2017 05:54,2.2,0.7,0.7,13,14,9,1
Sensor-195732,30-08-2017 05:55,0.5,0.2,0.4,19,38,22,1
Sensor-300577,30-08-2017 05:57,2,2.4,2,10,10,48,1
Sensor-300578,30-08-2017 06:03,1.9,1.5,2.1,9,13,13,0
Sensor-300579,30-08-2017 06:04,5.4,1.1,1.4,13,11,14,0
Sensor-300577,30-08-2017 06:07,2.7,0.4,0.6,9,9,17,0
Sensor-195732,30-08-2017 06:11,0.7,0.3,1.1,9,9,9,1
Sensor-300579,30-08-2017 06:14,16.7,1.8,1.9,14,9,11,0
Sensor-300577,30-08-2017 06:16,8.7,2.7,1.9,16,9,12,1
Sensor-195732,30-08-2017 06:21,0.8,0.5,0.3,9,9,9,0
Sensor-300575,30-08-2017 06:22,2.4,2,4.6,9,9,9,1
Sensor-300578,30-08-2017 06:23,1.3,1.4,1.4,9,16,16,1
Sensor-300579,30-08-2017 06:24,12.8,1.7,1.1,11,11,17,0
Sensor-300577,30-08-2017 06:26,2.6,1.1,1.6,12,14,11,0
Sensor-300575,30-08-2017 06:32,1.3,1.1,2.6,9,13,15,1
Sensor-300579,30-08-2017 06:34,16.6,1.2,2.5,9,12,16,0
Sensor-300577,30-08-2017 06:36,2.1,1.9,1.9,26,13,28,1
Sensor-300578,30-08-2017 06:42,0.9,0.7,1.5,17,17,16,1
Sensor-300579,30-08-2017 06:44,1.3,0.4,0.7,15,29,10,1
Sensor-300577,30-08-2017 06:46,13.1,1.1,1.6,9,10,17,0
Sensor-300575,30-08-2017 06:52,0.5,0.6,1.5,16,13,13,0
Sensor-300579,30-08-2017 06:54,0.7,0.6,0.4,10,10,12,1
Sensor-300577,30-08-2017 06:56,2.5,0.3,0.4,13,15,13,1
Sensor-300578,30-08-2017 07:02,0.2,0.1,0.3,9,9,9,1
Sensor-300579,30-08-2017 07:04,4.3,0.6,0.8,10,19,15,1
Sensor-300577,30-08-2017 07:06,1.9,1.3,1.7,12,9,28,1
Sensor-300575,30-08-2017 07:12,1,1.8,4.1,10,11,19,0
Sensor-300578,30-08-2017 07:12,0.3,0.3,1.1,15,12,10,1
Sensor-300579,30-08-2017 07:14,3.7,1.3,1.6,9,12,15,1
Sensor-300577,30-08-2017 07:16,1.7,1.4,1.4,10,21,14,0
Sensor-300575,30-08-2017 07:22,1.4,1.9,3.8,15,13,12,1
Sensor-300578,30-08-2017 07:22,1,1.2,1.4,9,12,15,0
Sensor-300579,30-08-2017 07:24,1.9,0.6,0.6,10,15,10,0
Sensor-300577,30-08-2017 07:26,4,1.9,2.2,11,14,9,0
Sensor-300575,30-08-2017 07:32,1.9,2,4.6,9,9,9,0
Sensor-300579,30-08-2017 07:34,24.5,2.7,1.8,13,18,18,0
Sensor-300577,30-08-2017 07:36,15.4,0.4,0.6,9,14,11,1
Sensor-300579,30-08-2017 08:04,0.7,0.2,0.6,9,9,9,1
Sensor-300577,30-08-2017 08:06,2.3,0.9,0.8,16,9,15,0
Sensor-300575,30-08-2017 08:11,0.4,0.7,1.1,13,13,19,0
Sensor-300578,30-08-2017 08:12,0.6,0.7,1.1,12,12,12,0
Sensor-300579,30-08-2017 08:14,3.3,0.7,0.7,13,11,12,0
Sensor-300577,30-08-2017 08:16,7.1,1.1,1.7,11,9,10,1
Sensor-300575,30-08-2017 08:21,2.6,2.3,6.3,13,16,9,1
Sensor-300578,30-08-2017 08:22,1.1,0.9,4.4,19,13,9,0
Sensor-300579,30-08-2017 08:24,7.8,1.1,1.1,9,11,19,1
Sensor-300577,30-08-2017 08:26,2.4,1.7,1.6,13,13,10,1
Sensor-300575,30-08-2017 08:31,1,4,8,9,9,9,0
Sensor-300578,30-08-2017 08:32,1.1,0.8,2.9,9,9,9,0
Sensor-300579,30-08-2017 08:34,7.4,1.9,1.4,10,14,11,1
Sensor-300577,30-08-2017 08:36,7.9,1.3,1.2,14,11,10,1
Sensor-300575,30-08-2017 08:41,0.9,1.7,3.9,11,11,19,0
Sensor-300578,30-08-2017 08:42,1.3,0.6,1.1,9,9,16,1
Sensor-300579,30-08-2017 08:44,4.4,3.1,3.1,10,10,12,0
Sensor-300577,30-08-2017 08:46,3.3,2,1.1,17,12,12,0
Sensor-300575,30-08-2017 08:51,0.5,1.5,2.8,11,9,11,1
Sensor-300579,30-08-2017 08:54,6.5,2,2,12,11,12,1
Sensor-300577,30-08-2017 08:56,2.4,4.1,2.9,9,13,16,1
Sensor-195732,30-08-2017 08:56,1.1,0.6,2.9,13,13,16,1
Sensor-300575,30-08-2017 09:01,0.6,1.4,3.6,9,13,13,1
Sensor-300578,30-08-2017 09:01,0.7,0.8,1.6,13,9,9,1
Sensor-300579,30-08-2017 09:04,10.2,1.7,1.7,10,18,9,1
Sensor-300577,30-08-2017 09:06,1.3,0.8,0.7,11,12,10,1
Sensor-300575,30-08-2017 09:11,0.3,1.4,3.5,11,9,20,1
Sensor-300579,30-08-2017 09:14,1.6,0.9,0.8,14,10,15,0
Sensor-300577,30-08-2017 09:16,3,0.9,1.5,12,11,12,1
Sensor-300578,30-08-2017 09:21,1.9,0.9,2.2,17,15,15,1
Sensor-300579,30-08-2017 09:24,9,2.4,2,11,18,15,1
Sensor-300577,30-08-2017 09:26,5,2.3,1.9,9,10,32,0
Sensor-300575,30-08-2017 09:31,1.2,6.1,12.8,16,9,13,0
Sensor-300578,30-08-2017 09:31,1.2,1.3,1.9,13,14,17,1
Sensor-195732,30-08-2017 09:31,0.8,0.4,0.4,13,9,9,0
Sensor-300579,30-08-2017 09:34,4.5,1.5,1.2,11,13,10,0
Sensor-300577,30-08-2017 09:36,2.6,2.2,2.4,13,13,9,0
Sensor-300575,30-08-2017 09:41,0.9,2,3.6,13,14,9,0
Sensor-300578,30-08-2017 09:41,1,0.7,1.2,15,15,15,0
Sensor-300579,30-08-2017 09:44,7.9,2.3,1.6,14,14,16,0
Sensor-300577,30-08-2017 09:46,1.6,0.6,0.5,12,18,16,0
Sensor-300575,30-08-2017 09:51,3.5,3.8,5.6,9,9,9,0
Sensor-300578,30-08-2017 09:51,1.9,2.1,3.9,9,9,9,1
Sensor-195732,30-08-2017 09:51,0.5,0.3,0.8,9,13,9,0
Sensor-300579,30-08-2017 09:54,4.1,0.9,0.7,14,9,14,1
Sensor-300577,30-08-2017 09:56,3.2,1.4,1.7,9,12,12,1
Sensor-300575,30-08-2017 10:00,0.6,1,1.5,9,13,13,0
Sensor-300579,30-08-2017 10:04,0.6,0.3,0.3,9,9,20,0
Sensor-300577,30-08-2017 10:06,1.4,0.3,0.7,12,17,17,0
Sensor-300579,30-08-2017 10:13,8.6,1.9,1.6,14,12,9,0
Sensor-300577,30-08-2017 10:16,0.4,0.5,0.7,16,9,9,1
Sensor-300575,30-08-2017 10:20,3.2,2.8,5.7,22,13,13,1
Sensor-300578,30-08-2017 10:21,0.9,1,0.7,9,16,16,0
Sensor-300579,30-08-2017 10:23,2.1,1,1.2,12,10,9,1
Sensor-300577,30-08-2017 10:26,5.7,3,2.1,12,13,30,0
Sensor-300575,30-08-2017 10:30,1,1.1,2.7,11,11,11,0
Sensor-300578,30-08-2017 10:31,1.5,0.7,1.2,13,19,9,1
Sensor-300579,30-08-2017 10:33,5.2,0.5,1.3,11,13,13,0
Sensor-300577,30-08-2017 10:36,5.3,1.3,2.1,10,14,16,1
Sensor-300575,30-08-2017 10:40,1.9,2.2,2.8,13,9,9,1
Sensor-300578,30-08-2017 10:41,1,0.8,1.2,13,13,9,1
Sensor-195732,30-08-2017 10:42,0.7,0.7,2.2,22,13,9,0
Sensor-300579,30-08-2017 10:43,6.6,0.5,0.4,10,14,12,0
Sensor-300577,30-08-2017 10:46,5.1,0.7,0.7,12,12,13,0
Sensor-300578,30-08-2017 10:51,1.1,0.9,1.6,13,12,14,0
Sensor-300579,30-08-2017 10:53,17.3,3.8,2.3,10,12,14,1
Sensor-300577,30-08-2017 10:56,8,1.8,1.9,10,35,30,0
Sensor-300578,30-08-2017 11:01,0.6,0.6,1.2,12,11,9,0
Sensor-300579,30-08-2017 11:03,1.4,0.6,0.5,10,14,14,1
Sensor-300577,30-08-2017 11:06,2.5,0.7,0.9,12,14,14,0
Sensor-195732,30-08-2017 11:06,0.7,0.4,0.7,38,9,31,1
Sensor-300578,30-08-2017 11:11,0.9,0.5,1.2,9,9,11,0
Sensor-300579,30-08-2017 11:13,1.2,0.4,0.4,17,22,13,0
Sensor-300577,30-08-2017 11:16,14.6,1,1.3,14,19,15,1
Sensor-300575,30-08-2017 11:20,1.1,2.1,5.2,19,9,9,1
Sensor-300579,30-08-2017 11:23,10.8,1.8,1.7,11,11,13,0
Sensor-300577,30-08-2017 11:26,2.9,1.5,2.4,10,11,11,0
Sensor-300575,30-08-2017 11:30,2.4,4.1,4.6,9,9,9,0
Sensor-300578,30-08-2017 11:30,1.8,1.3,2.1,16,9,13,0
Sensor-195732,30-08-2017 11:32,0.5,0.2,0.4,19,16,9,1
Sensor-300579,30-08-2017 11:33,4.5,2.8,1.8,13,12,75,0
Sensor-300577,30-08-2017 11:35,9.1,3.9,1.8,11,16,12,0
Sensor-300575,30-08-2017 11:40,2.9,3.2,6.6,9,19,9,0
Sensor-300578,30-08-2017 11:40,0.9,0.8,1.4,9,9,14,1
Sensor-300579,30-08-2017 11:43,6.5,1.2,1.3,10,12,10,1
Sensor-300577,30-08-2017 11:45,3.3,0.4,0.9,10,14,10,1
Sensor-300575,30-08-2017 11:50,1.4,1.6,3.2,9,9,9,0
Sensor-300578,30-08-2017 11:50,0.9,1.3,1.4,9,13,16,1
Sensor-300579,30-08-2017 11:53,3.5,1.4,1.5,12,15,14,1
Sensor-300577,30-08-2017 11:55,16.1,0.6,0.6,12,9,42,0
Sensor-195732,30-08-2017 11:57,1.7,1.3,4,9,13,13,0
Sensor-300575,30-08-2017 12:00,2.1,2.6,5.4,9,13,13,0
Sensor-300578,30-08-2017 12:00,1.1,0.7,2.4,12,11,9,1
Sensor-300579,30-08-2017 12:03,1.6,0.5,0.3,15,16,12,1
Sensor-300579,30-08-2017 13:42,4.9,0.6,0.6,9,9,16,1
Sensor-300577,30-08-2017 13:44,0.8,0.2,0.5,9,17,11,0
Sensor-300575,30-08-2017 13:49,0.4,0.4,1.4,9,9,9,1
Sensor-300578,30-08-2017 13:49,0.8,1,1.3,13,16,9,0
Sensor-300579,30-08-2017 13:52,3.2,1.1,0.8,12,11,11,1
Sensor-300577,30-08-2017 13:54,4.4,2.5,1.7,10,11,11,1
Sensor-300575,30-08-2017 13:58,1.2,2,4.3,12,14,12,1
Sensor-300578,30-08-2017 13:59,0.5,0.2,1.3,9,14,13,0
Sensor-300579,30-08-2017 14:02,6.6,1.4,1.2,11,16,12,1
Sensor-300577,30-08-2017 14:04,3.1,1.6,1.7,12,9,12,1
Sensor-300575,30-08-2017 14:08,0.7,1.1,2.3,11,14,9,1
Sensor-300578,30-08-2017 14:09,1.9,1.4,3.7,9,13,13,0
Sensor-300579,30-08-2017 14:12,7.5,2.5,1.4,10,10,9,1
Sensor-300577,30-08-2017 14:14,0.5,0.5,1.1,14,9,9,0
Sensor-300575,30-08-2017 14:18,1.4,1.5,3,16,9,22,1
Sensor-300578,30-08-2017 14:19,1,0.7,1.5,9,13,16,0
Sensor-195732,30-08-2017 14:20,2,1.5,3.4,19,9,9,1
Sensor-300579,30-08-2017 14:22,4.6,0.7,0.9,12,19,10,1
Sensor-300577,30-08-2017 14:24,2.9,2,1.3,12,13,26,1
Sensor-300575,30-08-2017 14:28,1.1,1.3,3.2,9,15,17,0
Sensor-300579,30-08-2017 14:32,10.4,2.6,2.8,12,11,11,1
Sensor-300577,30-08-2017 14:34,5,0.5,0.9,10,12,12,1
Sensor-300575,30-08-2017 14:38,2.2,2.1,5.6,9,9,9,0
Sensor-300578,30-08-2017 14:39,1.2,1,1.6,14,9,12,0
Sensor-300579,30-08-2017 14:42,7.9,1.4,2.3,15,12,17,0
Sensor-300577,30-08-2017 14:44,4.1,1.9,1.4,29,9,26,1
Sensor-195732,30-08-2017 14:45,1.3,0.8,3,13,16,9,0
Sensor-300575,30-08-2017 14:48,1.5,2.3,3.6,11,11,10,0
Sensor-300579,30-08-2017 14:52,2.6,1.5,1.7,19,15,15,0
Sensor-300577,30-08-2017 14:54,4.1,1.3,1.8,10,17,18,0
Sensor-300575,30-08-2017 14:58,1.1,2.6,3.7,9,11,13,1
Sensor-300578,30-08-2017 14:59,1,0.6,1,13,13,13,1
Sensor-300579,30-08-2017 15:02,4.8,1,0.8,9,14,9,1
Sensor-300577,30-08-2017 15:04,4,2.4,1.7,17,18,29,1
Sensor-300575,30-08-2017 15:08,0.6,0.8,2.3,34,16,16,0
Sensor-300578,30-08-2017 15:09,1.1,1.4,2.4,12,11,30,1
Sensor-300579,30-08-2017 15:12,3.1,1.3,1.2,16,14,9,1
Sensor-195732,30-08-2017 15:13,0.3,0.3,0.8,9,9,9,0
Sensor-300577,30-08-2017 15:14,4.6,3.6,4.4,12,11,41,0
Sensor-300575,30-08-2017 15:18,0.4,0.8,1.5,28,9,9,0
Sensor-300578,30-08-2017 15:19,0.4,0.3,0.6,9,9,9,1
Sensor-300579,30-08-2017 15:22,11.2,2.2,2,11,10,9,1
Sensor-300577,30-08-2017 15:24,3.8,1.4,1.2,9,13,10,1
Sensor-300578,30-08-2017 15:29,1.5,1,2.3,14,11,11,1
Sensor-300579,30-08-2017 15:32,0.9,0.3,0.5,14,11,11,1
Sensor-300577,30-08-2017 15:34,1.5,1.9,2,9,10,38,0
Sensor-300579,30-08-2017 15:42,2.1,0.2,0.4,16,9,9,1
Sensor-300579,30-08-2017 15:42,8.4,0.5,0.5,10,22,14,1
Sensor-300577,30-08-2017 15:44,0.9,0.5,0.7,13,9,9,1
Sensor-300577,30-08-2017 15:44,9.4,2.3,2.1,9,11,29,0
Sensor-300575,30-08-2017 15:48,1.5,2.3,4.4,22,9,9,1
Sensor-300579,30-08-2017 15:52,8.4,0.5,0.5,10,22,14,1
Sensor-300577,30-08-2017 15:54,9.4,2.3,2.1,9,11,29,1
Sensor-300575,30-08-2017 15:58,0.7,1.5,3.5,9,13,13,0
Sensor-300578,30-08-2017 15:58,0.8,0.6,2,19,13,13,0
Sensor-300579,30-08-2017 16:02,10,1.7,2.2,10,9,15,0
Sensor-300577,30-08-2017 16:04,2,1.4,1.2,25,14,29,1
Sensor-300575,30-08-2017 16:08,1.6,1.7,3.9,25,9,16,1
Sensor-300578,30-08-2017 16:08,0.5,0.5,1.2,13,13,12,0
Sensor-300579,30-08-2017 16:12,9.4,0.8,1.4,13,20,17,0
Sensor-300577,30-08-2017 16:14,5.8,1.4,1.1,10,16,14,1
Sensor-300575,30-08-2017 16:17,2.8,2.5,4.8,9,16,19,1
Sensor-300579,30-08-2017 16:22,2.1,0.9,1.2,10,12,13,0
Sensor-300577,30-08-2017 16:24,4.9,1.6,2,11,13,15,1
Sensor-300575,30-08-2017 16:27,1.1,3.1,8,9,13,11,0
Sensor-300578,30-08-2017 16:28,1,0.8,3,13,9,13,0
Sensor-300579,30-08-2017 16:32,2.9,1.7,1.3,14,19,18,0
Sensor-300577,30-08-2017 16:34,11.1,1.3,1.5,11,13,29,0
Sensor-300575,30-08-2017 16:37,0.9,2,2.1,9,9,13,0
Sensor-300578,30-08-2017 16:38,2.3,1.5,3.1,9,9,9,0
Sensor-300579,30-08-2017 16:42,10.7,0.4,0.8,10,14,13,1
Sensor-300577,30-08-2017 16:44,2.8,1.2,1.6,10,14,12,0
Sensor-300578,30-08-2017 16:48,1,1.3,3.2,9,9,9,1
Sensor-300579,30-08-2017 16:52,1.9,0.9,0.9,9,14,10,1
Sensor-300577,30-08-2017 16:54,6.8,1.5,1.3,13,12,12,1
Sensor-300575,30-08-2017 16:57,1.6,3.3,5.2,9,9,13,0
Sensor-300578,30-08-2017 16:58,0.6,0.8,1.5,12,10,11,0
Sensor-300579,30-08-2017 17:02,4.9,3.1,2.2,10,12,16,1
Sensor-300577,30-08-2017 17:04,14.8,1.8,1.4,9,12,16,1
Sensor-300575,30-08-2017 17:07,0.5,0.8,1.4,13,13,16,1
Sensor-300578,30-08-2017 17:08,0.7,0.7,0.4,9,19,9,1
Sensor-195732,30-08-2017 17:10,0.9,0.3,0.8,19,9,9,1
Sensor-300579,30-08-2017 17:12,3.9,2.8,3.4,14,14,14,0
Sensor-300577,30-08-2017 17:14,5,1.1,1,10,12,26,1
Sensor-300575,30-08-2017 17:17,1.5,2.3,5.1,9,13,50,1
Sensor-300578,30-08-2017 17:18,1,1,1.9,22,14,14,0
Sensor-300579,30-08-2017 17:22,2.9,1.9,1.9,11,14,11,1
Sensor-300577,30-08-2017 17:24,3.3,1.2,1.6,10,10,13,0
Sensor-300575,30-08-2017 17:27,1.3,2.1,3.7,9,9,9,1
Sensor-300578,30-08-2017 17:28,0.9,0.4,1.2,13,9,9,0
Sensor-300579,30-08-2017 17:32,12.1,2.2,1.6,12,14,11,1
Sensor-300577,30-08-2017 17:34,13,5.4,7.3,16,9,9,0
Sensor-300575,30-08-2017 17:37,2.6,1.9,4.6,9,9,22,0
Sensor-300578,30-08-2017 17:38,1.4,1.3,2.7,9,9,9,1
Sensor-300577,30-08-2017 18:04,1.9,2.3,2.1,9,9,13,0
Sensor-300575,30-08-2017 18:07,1.2,0.6,3.8,9,13,9,1
Sensor-300579,30-08-2017 18:11,9.1,2.9,1.5,14,11,15,0
Sensor-300577,30-08-2017 18:14,9.9,0.8,0.8,10,10,12,1
Sensor-300575,30-08-2017 18:16,0.7,1.8,3.8,9,12,9,0
Sensor-300578,30-08-2017 18:18,0.2,0.3,0.4,17,15,15,1
Sensor-300579,30-08-2017 18:21,4.2,1.5,1.9,14,12,11,1
Sensor-300577,30-08-2017 18:24,3.1,2.9,1.6,31,11,28,0
Sensor-300575,30-08-2017 18:26,1.6,2.3,6.8,9,9,17,0
Sensor-300578,30-08-2017 18:28,0.5,0.9,2.4,9,11,13,1
Sensor-300579,30-08-2017 18:31,3.1,1.6,1.9,9,15,10,0
Sensor-300579,30-08-2017 18:31,4.9,1.6,2.2,12,9,9,0
Sensor-300577,30-08-2017 18:34,5.3,0.4,0.7,14,10,12,0
Sensor-300577,30-08-2017 18:34,7.8,2.5,1.7,11,11,14,1
Sensor-195732,30-08-2017 18:35,0.4,0.4,0.7,9,13,13,0
Sensor-300575,30-08-2017 18:36,1.9,3,7.2,12,14,12,0
Sensor-300578,30-08-2017 18:38,1.6,1.6,2.1,9,9,13,1
Sensor-300579,30-08-2017 18:41,4.9,1.6,2.2,12,9,9,1
Sensor-300577,30-08-2017 18:44,7.8,2.5,1.7,11,11,14,1
Sensor-300578,30-08-2017 18:47,0.9,0.8,1.4,13,16,21,0
Sensor-300579,30-08-2017 18:51,10.9,1,1.5,9,11,10,0
Sensor-300577,30-08-2017 18:54,5.3,1.9,1.3,9,16,28,1
